Candidate_Feature,Family,Missing_Category_Type,Semantic_Group,Source_Group,ConsensusRank,ConsensusScore
是否需要眼镜_BRILLE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,是否需要眼镜_BRILLE_MISSING_OR,923,0.3275488927236123
VEH_技术缺陷类型_1_TWELCH1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_1_TWELCH1_MISSING_OR,924,0.327520132297958
VEH_是否驶入沟渠_DIDITCH_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否驶入沟渠_DIDITCH_MISSING_OR,931,0.3271750071901064
广告牌影响_TAFELN_0-不适用,other,pure_missing_unknown,unknown_missing_category,广告牌影响_TAFELN,935,0.32694492378487205
太阳镜_SBRILLE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,太阳镜_SBRILLE_MISSING_OR,937,0.32665731952832894
VEH_后部停车距离控制_PARKH1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后部停车距离控制_PARKH1_MISSING_OR,940,0.32638812194420486
事故类型_UTYP_271-转弯，驶出右转向优先道路的车辆与其他车辆（中国不适用）,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,943,0.32593758987633015
VEH_交流充电时间_ACTIME_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_交流充电时间_ACTIME_MISSING_OR,946,0.3256311475409836
VEH_碰撞前的滑移痕迹_SSPUR_9-未知,lane,pure_missing_unknown,unknown_missing_category,VEH_碰撞前的滑移痕迹_SSPUR,947,0.3253688524590165
进入公交车站是否安全_BUSHS_9-未知,safety,pure_missing_unknown,unknown_missing_category,进入公交车站是否安全_BUSHS,960,0.3244291055507622
VEH_通信设备控制单元_BETELKOM1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_通信设备控制单元_BETELKOM1,963,0.324356485475985
VEH_后行李舱位置_LUGCOMP_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后行李舱位置_LUGCOMP_MISSING_OR,965,0.3243081679608858
VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎尺寸-宽度_TIRESIW2R_MISSING_OR,970,0.32396304285303423
车辆所有权来源_BESITZ_9-未知,other,pure_missing_unknown,unknown_missing_category,车辆所有权来源_BESITZ,974,0.323781276962899
事故类型_UTYP_309-路口，具有等待义务的车辆与来自左侧的车辆，行车方向未知,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,976,0.32360799539833196
VEH_右侧遮阳板_SBLENDR1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_右侧遮阳板_SBLENDR1_MISSING_OR,983,0.32283218291630716
VEH_充电接口位置_CHALOC_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_充电接口位置_CHALOC_MISSING_OR,989,0.32225697440322115
随身携带的通讯工具的使用_FUNKB_9-未知,other,pure_missing_unknown,unknown_missing_category,随身携带的通讯工具的使用_FUNKB,990,0.32217989646246764
其他视线障碍_仅行人事故_FGSHAND_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,其他视线障碍_仅行人事故_FGSHAND_MISSING_OR,992,0.3221223756111591
降水量_NIEDR_9-未知,other,pure_missing_unknown,unknown_missing_category,降水量_NIEDR,995,0.32189229220592463
VEH_照明系统类型-远光灯_SWARTF1_1-有，具体未知,light,partial_unknown_detail,lighting_visibility,VEH_照明系统类型-远光灯_SWARTF1,996,0.32189171699741165
VEH_照明系统类型-远光灯_SWARTF1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_照明系统类型-远光灯_SWARTF1,997,0.32189171699741165
VEH_第二轴左侧轮胎尺寸-高宽比_TIRESIR2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎尺寸-高宽比_TIRESIR2L_MISSING_OR,1003,0.32150920333620936
驾驶证种类_LICTYPE_0-不适用,other,pure_missing_unknown,unknown_missing_category,驾驶证种类_LICTYPE,1005,0.32122159907966635
VEH_车辆内部噪声_AKUSTIK1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_车辆内部噪声_AKUSTIK1,1006,0.32122159907966635
VEH_制动力分配系统_EBD1_0-不适用,vehicle_state,pure_missing_unknown,unknown_missing_category,VEH_制动力分配系统_EBD1,1009,0.32103897037676166
VEH_智能前大灯控制_FLICHTASS1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_智能前大灯控制_FLICHTASS1,1011,0.3209426229508197
VEH_是否平均载荷物_LOADDIST_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_是否平均载荷物_LOADDIST,1012,0.3208477135461605
VEH_发动机增压_TURBO_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_发动机增压_TURBO_MISSING_OR,1013,0.32076143226919757
VEH_第一轴右侧轮胎生产星期_TIREWE1RL_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎生产星期_TIREWE1RL_MISSING_OR,1021,0.3200136612021858
是否是实习期驾照_INTLIC_0-不适用,other,pure_missing_unknown,unknown_missing_category,是否是实习期驾照_INTLIC,1025,0.3197548173712971
VEH_日间行车灯_TAGFL1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_日间行车灯_TAGFL1,VEH_日间行车灯_TAGFL1,1041,0.31825927523727354
VEH_本次碰撞前是否转向_STEERING_9-未知,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前是否转向_STEERING,1046,0.318143514524015
VEH_自动停车系统_AUEINP1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_自动停车系统_AUEINP1_MISSING_OR,1048,0.3180579522576934
广告牌影响_TAFELN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,广告牌影响_TAFELN_MISSING_OR,1052,0.3177507909117055
VEH_自动变道辅助_SPURWAE1_9-未知,lane,pure_missing_unknown,unknown_missing_category,VEH_自动变道辅助_SPURWAE1,1059,0.3169420477423066
先期疾病2_VORKR2_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,先期疾病2_VORKR2_MISSING_OR,1061,0.3167729364394593
强光影响_BLEND_0-不适用,other,pure_missing_unknown,unknown_missing_category,强光影响_BLEND,1066,0.31619772792637335
避让反应_REAKTLE_9-未知,other,pure_missing_unknown,unknown_missing_category,避让反应_REAKTLE,1067,0.31608268622375607
道路机非隔离形式_NOMOTLAME_0-不适用,other,pure_missing_unknown,unknown_missing_category,道路机非隔离形式_NOMOTLAME,1068,0.3160734828875467
VEH_技术缺陷类型_2_TWELCH2_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_2_TWELCH2_MISSING_OR,1069,0.31598720161058386
VEH_充电接口位置_CHALOC_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_充电接口位置_CHALOC,1077,0.315239430543572
行人视线障碍_仅行人事故_FZSEHEN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,行人视线障碍_仅行人事故_FZSEHEN_MISSING_OR,1082,0.314951826287029
道路机非隔离形式_NOMOTLAME_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路机非隔离形式_NOMOTLAME_MISSING_OR,1086,0.3148080241587575
VEH_胎痕_BSPUR_1-有胎痕，具体未知,lane,partial_unknown_detail,other_unique:BSPUR,BSPUR,1088,0.3146412136899627
是否需要眼镜_BRILLE_9-未知,other,pure_missing_unknown,unknown_missing_category,是否需要眼镜_BRILLE,1099,0.3137726488352027
VEH_交流最大充电电压_ACCHV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_交流最大充电电压_ACCHV_MISSING_OR,1102,0.31342752372735116
VEH_第二轴右侧轮胎生产星期_TIREWE2RL_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎生产星期_TIREWE2RL_MISSING_OR,1103,0.31331248202473394
VEH_技术缺陷_TECHMAN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷_TECHMAN_MISSING_OR,1107,0.3129673569168824
事故类型_UTYP_999-未知,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,1110,0.3127077940753524
VEH_后雾灯的使用_NEBELH1_1-存在，具体未知,other,partial_unknown_detail,weather_wind,VEH_后雾灯的使用_NEBELH1,1112,0.3125359505320679
事故路段车流量_VSTUFE_9-未知,road_env,pure_missing_unknown,unknown_missing_category,事故路段车流量_VSTUFE,1114,0.31237201610583837
VEH_动能回收系统强弱_KERSSTA_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_动能回收系统强弱_KERSSTA,1116,0.31216206499856197
停放车辆视线障碍_仅行人事故_FGSHFZG_0-不适用,other,pure_missing_unknown,unknown_missing_category,停放车辆视线障碍_仅行人事故_FGSHFZG,1120,0.31190322116767333
公路分类_STRKL_9-未知,road_type,pure_missing_unknown,unknown_missing_category,STRKL,1121,0.31180327868852464
交通灯设置位置_LZAU_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,交通灯设置位置_LZAU_MISSING_OR,1122,0.31178817946505605
随身携带的通讯工具的使用_FUNKB_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,随身携带的通讯工具的使用_FUNKB_MISSING_OR,1123,0.3117594190394018
降水量_NIEDR_0-不适用,other,pure_missing_unknown,unknown_missing_category,降水量_NIEDR,1125,0.31138553350589593
VEH_第一轴右侧轮胎生产星期_TIREWE1RL_99-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎生产星期_TIREWE1RL,1126,0.3113567730802416
VEH_发动机安装位置_MOTORL_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_发动机安装位置_MOTORL_MISSING_OR,1128,0.31124173137762434
刹车响应_REAKTBR_9-未知,other,pure_missing_unknown,unknown_missing_category,刹车响应_REAKTBR,1139,0.3100337935001438
VEH_本次碰撞前的驶离道路_ABKOM_MISSING_OR_UNKNOWN,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前的驶离道路_ABKOM_MISSING_OR,1143,0.30977423065861376
VEH_遮阳挡风玻璃_WSSS1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_遮阳挡风玻璃_WSSS1_MISSING_OR,1145,0.3097266321541559
行人视线障碍_仅行人事故_FZSEHEN_0-不适用,other,pure_missing_unknown,unknown_missing_category,行人视线障碍_仅行人事故_FZSEHEN,1150,0.3092572620074777
VEH_适应性光线分布_ADAPTLV1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_适应性光线分布_ADAPTLV1,VEH_适应性光线分布_ADAPTLV1,1152,0.30923770491803276
VEH_变速器_GETRIEBE_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_变速器_GETRIEBE,1153,0.3091997411561691
VEH_电池托盘材质_TRAYMAT_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_电池托盘材质_TRAYMAT,1162,0.30876833477135457
VEH_第二轴左侧轮胎生产年份_TIREYE2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎生产年份_TIREYE2L_MISSING_OR,1163,0.3086532930687374
眼镜对事故的影响_BRILLEE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,眼镜对事故的影响_BRILLEE_MISSING_OR,1175,0.30802056370434283
事故前觉察_WAHRNEHM_1-意识到，具体未知,other,pure_missing_unknown,unknown_missing_category,事故前觉察_WAHRNEHM,1179,0.30758915731952835
酒精测试_ALKOTEST_9-未知,other,pure_missing_unknown,unknown_missing_category,酒精测试_ALKOTEST,1188,0.30735907391429396
车速过快_仅行人事故_FGVFZG_0-不适用,other,pure_missing_unknown,unknown_missing_category,车速过快_仅行人事故_FGVFZG,1193,0.30724403221167673
是否有非机动车道_NOMOTLA_0-不适用,lane,pure_missing_unknown,unknown_missing_category,是否有非机动车道_NOMOTLA,1205,0.3060798101811907
VEH_交流最大充电电流_ACCHC_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_交流最大充电电流_ACCHC_MISSING_OR,1213,0.3056622088006902
不同行驶方向车道的隔离方法_MARK_1-隔离，具体未知,lane,pure_missing_unknown,unknown_missing_category,MARK,1221,0.3051215127983895
VEH_车辆合法状况_VEHLAWF_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆合法状况_VEHLAWF_MISSING_OR,1224,0.30494319815933274
VEH_护栏导轨类型_SPLANKE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_护栏导轨类型_SPLANKE_MISSING_OR,1226,0.3046072763876906
VEH_挡风玻璃加热装置_FSHEIZ1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_挡风玻璃加热装置_FSHEIZ1,1227,0.3044542709232097
VEH_驱动形式_ANTR_1-有驱动，具体未知,other,partial_unknown_detail,other_unique:VEH_驱动形式_ANTR,VEH_驱动形式_ANTR,1228,0.30442551049755534
酒精作用_MEDALK_9-未知,other,pure_missing_unknown,unknown_missing_category,酒精作用_MEDALK,1229,0.30437719298245614
驾照等级与车型是否相符_LICENFIT_9-未知,other,pure_missing_unknown,unknown_missing_category,驾照等级与车型是否相符_LICENFIT,1230,0.30428170836928387
VEH_第一轴右侧轮胎胎面状态_TIREDA1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎胎面状态_TIREDA1R_MISSING_OR,1236,0.3036489790048893
VEH_电动汽车提示音系统_AVAS_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_电动汽车提示音系统_AVAS_MISSING_OR,1237,0.303620218579235
VEH_胎压检测_RDRUCKK1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_胎压检测_RDRUCKK1,1243,0.3030737704918033
停放车辆视线障碍_仅行人事故_FGSHFZG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,停放车辆视线障碍_仅行人事故_FGSHFZG_MISSING_OR,1245,0.3027574058096059
VEH_疲劳驾驶提醒_ABLENKON1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_疲劳驾驶提醒_ABLENKON1,VEH_疲劳驾驶提醒_ABLENKON1,1246,0.3027378487201611
VEH_日间行车灯_TAGFL1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_日间行车灯_TAGFL1,1248,0.30244104112740866
VEH_第一轴左侧轮胎生产星期_TIREWE1L_99-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎生产星期_TIREWE1L,1256,0.3015782283577797
先期疾病1_VORKR1_9-未知,other,pure_missing_unknown,unknown_missing_category,先期疾病1_VORKR1,1267,0.3007246189243601
先期疾病2_VORKR2_9-未知,other,pure_missing_unknown,unknown_missing_category,先期疾病2_VORKR2,1271,0.29996764452113894
眼镜对事故的影响_BRILLEE_9-未知,other,pure_missing_unknown,unknown_missing_category,眼镜对事故的影响_BRILLEE,1272,0.2997950819672131
道路线性_STRLIN_9-未知,other,pure_missing_unknown,unknown_missing_category,道路线性_STRLIN,1285,0.2993636755823986
是否是实习期驾照_INTLIC_9-未知,other,pure_missing_unknown,unknown_missing_category,是否是实习期驾照_INTLIC,1288,0.29901855047454706
行驶方向的车道数_FSPUR_99-未知,lane,pure_missing_unknown,unknown_missing_category,行驶方向的车道数_FSPUR,1289,0.29879421915444354
事故类型_UTYP_352-路口，转向优先道路车辆与来自右侧的车辆（中国不适用）,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,1290,0.29875898763301695
VEH_前雾灯的使用_NEBELV1_1-存在，具体未知,other,partial_unknown_detail,weather_wind,VEH_前雾灯的使用_NEBELV1,1292,0.29852962323842397
VEH_前照灯清洗系统_SWPUTZ1_1-存在，具体未知,other,partial_unknown_detail,other_unique:VEH_前照灯清洗系统_SWPUTZ1,VEH_前照灯清洗系统_SWPUTZ1,1293,0.29850086281276966
驾驶证种类_LICTYPE_9-未知,other,pure_missing_unknown,unknown_missing_category,驾驶证种类_LICTYPE,1305,0.29660267471958585
视线障碍的类型_SICHTV_0-不适用,other,pure_missing_unknown,unknown_missing_category,视线障碍的类型_SICHTV,1310,0.2959699453551913
VEH_智能刹车灯_BREMSLI1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_智能刹车灯_BREMSLI1,1316,0.2957111015243025
VEH_疲劳驾驶提醒_ABLENKON1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_疲劳驾驶提醒_ABLENKON1,1318,0.29530845556514235
VEH_是否驶入边坡_SIDERAMP_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否驶入边坡_SIDERAMP_MISSING_OR,1327,0.2944456427955134
血液测试_BLUTPR_9-未知,other,pure_missing_unknown,unknown_missing_category,血液测试_BLUTPR,1329,0.29430184066724185
加速反应_REAKTGAS_9-未知,other,pure_missing_unknown,unknown_missing_category,加速反应_REAKTGAS,1331,0.2941292781133161
VEH_第二轴左侧轮胎生产年份_TIREYE2L_9999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎生产年份_TIREYE2L,1332,0.2939854759850446
道路优先权_VORFB_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路优先权_VORFB_MISSING_OR,1333,0.29398547598504454
驾驶执照等级_DRILICEN_9-未知,other,pure_missing_unknown,unknown_missing_category,驾驶执照等级_DRILICEN,1334,0.2939567155593903
VEH_缺气保用轮胎_防爆轮胎_RPANNE1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_缺气保用轮胎_防爆轮胎_RPANNE1_MISSING_OR,1335,0.29393715846994534
是否佩戴眼镜_BRILLEB_9-未知,other,pure_missing_unknown,unknown_missing_category,是否佩戴眼镜_BRILLEB,1338,0.29346778832326714
VEH_适应性光线分布_ADAPTLV1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_适应性光线分布_ADAPTLV1_MISSING_OR,1339,0.2933907103825137
VEH_动能回收系统强弱_KERSSTA_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_动能回收系统强弱_KERSSTA_MISSING_OR,1340,0.2933815070463043
VEH_第一轴右侧轮胎生产年份_TIREYE1R_9999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎生产年份_TIREYE1R,1341,0.29335274662065
先期疾病3_VORKR3_9-未知,other,pure_missing_unknown,unknown_missing_category,先期疾病3_VORKR3,1351,0.29231737129709523
视线障碍_SICHTBV_0-不适用,other,pure_missing_unknown,unknown_missing_category,视线障碍_SICHTBV,1360,0.29136827725050335
VEH_发动机增压_TURBO_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_发动机增压_TURBO,1361,0.2913107563991947
VEH_限速系统_VSTOP1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_限速系统_VSTOP1,1372,0.29056298533218294
VEH_后窗加热装置_HSHEIZ1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_后窗加热装置_HSHEIZ1,1402,0.287686942766753
VEH_电动汽车提示音系统_AVAS_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_电动汽车提示音系统_AVAS,1411,0.28714049467932123
事故时的分心驾驶行为2_DISDRIVE2_9-未知,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为2_DISDRIVE2,1431,0.2843219729651999
降水情况_NIED_9-未知,other,pure_missing_unknown,unknown_missing_category,降水情况_NIED,1446,0.28317155593902793
转向反应_REAKTLE2_9-未知,other,pure_missing_unknown,unknown_missing_category,转向反应_REAKTLE2,1458,0.2823754673569169
VEH_前部停车距离控制_PARKV1_1-存在，具体未知,other,partial_unknown_detail,other_unique:VEH_前部停车距离控制_PARKV1,VEH_前部停车距离控制_PARKV1,1475,0.279921627840092
VEH_适应性光线分布_ADAPTLV1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_适应性光线分布_ADAPTLV1,1482,0.27903005464480873
VEH_换挡控制单元_BESCHALT1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_换挡控制单元_BESCHALT1,1493,0.27762079378774807
先期疾病2_VORKR2_20-心脏疾病，具体未知,other,pure_missing_unknown,unknown_missing_category,先期疾病2_VORKR2,1494,0.27759203336209376
事故时的分心驾驶行为3_DISDRIVE3_9-未知,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为3_DISDRIVE3,1497,0.27730442910555075
身材_STATUR_9-未知,other,pure_missing_unknown,unknown_missing_category,身材_STATUR,1512,0.275981449525453
VEH_充电接口位置_CHALOC_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_充电接口位置_CHALOC,1518,0.2753487201610584
道路横截面轮廓_PROFILQ_0-不适用,other,pure_missing_unknown,unknown_missing_category,道路横截面轮廓_PROFILQ,1539,0.2737668967500719
事故前是否受到警告_REAKTHUP_9-未知,other,pure_missing_unknown,unknown_missing_category,事故前是否受到警告_REAKTHUP,1549,0.2725394017831464
VEH_第二轴右侧轮胎胎面状态_TIREDA2R_11-爆胎，具体未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎胎面状态_TIREDA2R,1550,0.27253019844693704
VEH_换挡控制单元_BESCHALT1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_换挡控制单元_BESCHALT1,VEH_换挡控制单元_BESCHALT1,1551,0.2724151567443198
事故前车辆要避让的对象_OBJAVOID_999-未知,other,pure_missing_unknown,unknown_missing_category,事故前车辆要避让的对象_OBJAVOID,1552,0.27231852171412135
VEH_牵引力控制系统_ASR1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_牵引力控制系统_ASR1,1559,0.2717249065286166
VEH_缺气保用轮胎_防爆轮胎_RPANNE1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_缺气保用轮胎_防爆轮胎_RPANNE1,1563,0.2715811044003451
VEH_动能回收系统强弱_KERSSTA_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_动能回收系统强弱_KERSSTA,1570,0.2708908541846419
VEH_共享车辆_VEHSHARE_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_共享车辆_VEHSHARE,1572,0.27080457290767906
VEH_通信设备控制单元_BETELKOM1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_通信设备控制单元_BETELKOM1,1575,0.27074705205637045
VEH_变速器_GETRIEBE_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_变速器_GETRIEBE,VEH_变速器_GETRIEBE,1589,0.26936655162496403
交通信号的视线障碍_VSSICHT_1-受限，具体未知,other,pure_missing_unknown,unknown_missing_category,交通信号的视线障碍_VSSICHT,1590,0.26928027034800117
先期疾病3_VORKR3_1-有，具体未知,other,partial_unknown_detail,other_unique:先期疾病3_VORKR3,先期疾病3_VORKR3,1594,0.2689639056658039
VEH_语音控制_SPVORH1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_语音控制_SPVORH1,1600,0.2685612597066437
酒精测试结果_TESTERG_9-未知,other,pure_missing_unknown,unknown_missing_category,酒精测试结果_TESTERG,1603,0.26838869715271785
VEH_右侧遮阳板_SBLENDR1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_右侧遮阳板_SBLENDR1,1607,0.2680148116192119
VEH_后窗对视野的限制_HSSICHT1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_后窗对视野的限制_HSSICHT1,1632,0.2663467069312626
强光光源_BLENDD_9-未知,other,pure_missing_unknown,unknown_missing_category,强光光源_BLENDD,1633,0.2662604256542997
广告牌影响_TAFELN_1-存在，具体未知,other,partial_unknown_detail,other_unique:广告牌影响_TAFELN,广告牌影响_TAFELN,1642,0.2656564567155594
先期疾病3_VORKR3_20-心脏疾病，具体未知,other,pure_missing_unknown,unknown_missing_category,先期疾病3_VORKR3,1646,0.26539761288467073
VEH_语音控制_SPVORH1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_语音控制_SPVORH1,1660,0.26444851883807885
VEH_前照灯清洗系统_SWPUTZ1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_前照灯清洗系统_SWPUTZ1,1661,0.26439099798677024
随身携带的通讯工具的使用_FUNKB_0-不适用,other,pure_missing_unknown,unknown_missing_category,随身携带的通讯工具的使用_FUNKB,1663,0.2641896750071901
VEH_变速器_GETRIEBE_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_变速器_GETRIEBE,1671,0.26387331032499284
VEH_第二轴右侧轮胎胎压_TIREPR2R_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎胎压_TIREPR2R,1676,0.26361446649410414
VEH_缺气保用轮胎_防爆轮胎_RPANNE1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_缺气保用轮胎_防爆轮胎_RPANNE1,VEH_缺气保用轮胎_防爆轮胎_RPANNE1,1704,0.26160123669830315
事故前觉察_WAHRNEHM_9-未知,other,pure_missing_unknown,unknown_missing_category,事故前觉察_WAHRNEHM,1713,0.2613136324417601
VEH_左侧遮阳板_SBLENDL1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_左侧遮阳板_SBLENDL1,1714,0.26128487201610584
VEH_前照灯污染_SWSCHM1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_前照灯污染_SWSCHM1,1719,0.26114106988783437
VEH_通信设备控制单元_BETELKOM1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_通信设备控制单元_BETELKOM1,VEH_通信设备控制单元_BETELKOM1,1721,0.26102602818521714
VEH_交流最大充电电压_ACCHV_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_交流最大充电电压_ACCHV,1732,0.26047958009778543
雾天时的能见度_NEBELM_9-未知,other,pure_missing_unknown,unknown_missing_category,雾天时的能见度_NEBELM,1743,0.2599043715846995
VEH_前照灯清洗系统_SWPUTZ1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_前照灯清洗系统_SWPUTZ1,1764,0.25849511072763875
身体残疾或其他特殊情况_UNVERMOG_9-未知,other,pure_missing_unknown,unknown_missing_category,身体残疾或其他特殊情况_UNVERMOG,1765,0.2584375898763302
衣着厚度_BEKLST_9-未知,other,pure_missing_unknown,unknown_missing_category,衣着厚度_BEKLST,1769,0.2583225481737129
VEH_电动汽车提示音系统_AVAS_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_电动汽车提示音系统_AVAS,1771,0.2580924647684786
强光影响_BLEND_9-未知,other,pure_missing_unknown,unknown_missing_category,强光影响_BLEND,1781,0.2575552200172563
VEH_新能源车辆电池包损坏情况_BATDAM_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_新能源车辆电池包损坏情况_BATDAM,1787,0.25751725625539257
VEH_智能刹车灯_BREMSLI1_1-存在，具体未知,other,partial_unknown_detail,other_unique:VEH_智能刹车灯_BREMSLI1,VEH_智能刹车灯_BREMSLI1,1789,0.25746893874029336
VEH_车尾灯_RLIART1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_车尾灯_RLIART1,1801,0.25697080816796086
VEH_第一轴右侧轮胎胎压_TIREPR1R_999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎胎压_TIREPR1R,1806,0.2566832039114179
